Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2024/6/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Latin America & Caribbean (excluding high income),LAC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.1928746,598.3669861,607.3380631,622.8165607,660.8529387,706.80476,768.76884,839.1247948,883.5344548,932.5314724,951.6140827,992.4645875,1012.05723,1071.12999,1115.142612,1153.68119,1148.104618,1213.779608,1244.322901,1273.31768,1307.755356,1408.00006,,
Lao PDR,LAO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.46338834,86.93679504,83.24161481,107.2632427,92.0337795,93.94207712,92.39019004,107.4943569,98.95665779,133.3673103,115.8518053,81.78859337,99.53797764,125.7964385,133.9626049,150.3217655,160.5009272,182.0950001,173.5632688,213.2537145,164.7028956,234.1689172,,
Lebanon,LBN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.1900271,863.6286888,786.8129955,753.3962278,772.6579849,760.8545308,898.9320597,978.8347123,977.8738525,959.9357009,1103.547133,1236.902603,1109.522636,1101.518148,1127.337702,1140.538856,1314.424091,1389.732433,1485.070841,1545.493849,901.1561337,528.0859726,,
Liberia,LBR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.75357379,22.68600598,23.75772458,18.3885558,47.75998798,55.57738751,49.53013557,37.33065981,53.78774775,109.5846364,100.8131502,99.56313627,89.85830187,90.43543248,114.9531624,127.6549745,132.1875878,157.2884757,153.8154952,118.5319765,247.4290922,259.805156,,
Libya,LBY,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.7108662,843.6106924,999.6270945,942.0089707,838.5785879,701.2797898,666.2057733,749.0282676,692.1675051,1041.065448,992.629148,646.7234905,,,,,,,,,,,,
St. Lucia,LCA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.1317164,456.5060381,486.2180317,498.9354792,496.3496003,516.1549284,592.1202412,662.0569709,644.0333377,648.6939164,636.9384569,683.0327802,654.3357545,693.1372123,646.8840025,623.7217289,648.7562697,666.7340298,669.72123,675.223827,834.5425659,890.1025145,,
Latin America & Caribbean,LCN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.345119,604.598401,614.349209,630.7565601,668.1995739,713.1168391,777.0004419,848.8213807,894.3588461,944.2204056,965.5474807,1009.860848,1033.206497,1096.003531,1143.344887,1185.121536,1186.105246,1257.918661,1293.314648,1268.962848,1304.056595,1405.803218,,
Least developed countries: UN classification,LDC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.75873005,46.40271054,50.57522556,55.65207007,60.99336237,65.34433096,73.55881785,78.67415735,82.3779334,89.90105232,89.30647365,91.34547628,94.86219331,104.1516055,110.9073407,114.567775,122.5587456,122.3535411,122.8147495,128.4050343,131.040035,140.130817,,
Low income,LIC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.53022737,48.40744268,53.50075744,59.4680963,63.57397575,67.9850728,76.57152479,82.41251491,84.38206825,92.5191985,91.57527544,90.78355816,89.44302256,95.46369672,100.6951616,99.58548659,109.4377334,105.7079074,101.3326952,104.3796985,107.4619907,111.8030422,,
Liechtenstein,LIE,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,188,196,183,217,226,247,266,287,311,311,327,341,405,397,442,467,451,515,558,560,609,,
Lower middle income,LMC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.92784288,102.2795095,104.1108102,111.7108734,119.0098076,127.6546184,136.4102313,143.9952575,149.8547011,158.2279138,161.3148931,167.2794583,182.1376981,201.2938553,203.9686371,214.5036074,221.460059,215.5873974,222.4178737,237.1141938,244.0389114,273.1654006,,
Low & middle income,LMY,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7460237,181.977556,189.8192735,204.2783483,218.9684532,236.7988063,256.6070628,277.2265768,297.6372197,328.3711348,339.2874848,361.6934167,386.5509514,414.9330103,432.0927767,449.9428091,466.2397651,479.7834546,504.2510631,534.1277025,560.9867185,608.9476833,,
Lesotho,LSO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.34401094,92.38424475,82.56418976,81.15381518,83.24444538,80.30477492,95.78091224,145.4086029,156.4106816,184.6448033,168.2047882,208.8031103,234.3870018,286.6839463,282.7983333,280.3468296,266.7634293,278.7952477,292.4686651,312.3334395,236.2570089,264.3650908,,
Late-demographic dividend,LTE,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.8853288,262.6021572,288.5279071,306.2993504,329.5891492,357.8679226,398.6708403,435.3490107,493.4266729,558.8419997,578.1420624,621.625921,678.6319592,735.4284698,776.5955981,803.0455544,834.9966595,889.4018411,964.1643883,1056.947408,1160.785153,1256.869386,,
Lithuania,LTU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,565,642,743,714,812,957,1094,1298,1326,1350,1473,1542,1629,1739,1861,2038,2161,2369,2793,3006,3432,3709,
Luxembourg,LUX,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3287,3603,3979,4222,4742,4942,5274,5284,5725,6091,6079,5695,5175,5346,5574,5545,5806,5962,6212,6604,6938,7515,7540,
Latvia,LVA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,518,578,603,757,808,901,1002,1086,1028,1068,1094,1146,1218,1296,1405,1631,1704,1904,2171,2382,3153,,
"Macao SAR, China",MAC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.6612934,163.0230393,179.3955494,192.3973857,212.0795373,230.4187333,263.2882721,291.0040649,312.1108488,352.3560428,375.4663003,394.4366921,395.9338298,398.1987745,392.615133,397.0534198,397.3730423,400.9976892,414.766655,433.8915134,471.7316062,515.7605643,,
Monaco,MCO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3461.787084,3739.86687,3967.733842,4597.342748,4892.531121,5166.712106,5473.697811,5771.229646,6425.693243,6797.066418,7085.384174,7098.582358,7255.849979,7851.55117,8103.229828,8141.208613,8065.148626,8020.610158,7885.443981,8193.694603,8011.17913,8788.71202,,
Moldova,MDA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,168,218,226,319,377,451,500,547,647,520,505,541,584,612,631,631,810,827,859,877,1207,,
Madagascar,MDG,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.23597464,54.46548876,56.29945962,62.16656234,68.48949373,71.381357,73.24645364,70.17272144,65.64397773,66.20725675,70.18865862,68.11638773,58.26038193,56.07407256,67.63210735,75.51649478,83.63419126,74.3464874,67.42409106,51.24533276,56.40073959,56.67031758,,
Maldives,MDV,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809,596,683,668,790,822,951,1050,1562,1239,1092,1090,1217,1250,1321,1528,1878,1759,1507,1642,1605,2066,,
Middle East & North Africa,MEA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.5263607,541.1614685,544.278549,544.2881965,564.7327925,574.5871175,603.6853512,640.1780641,652.2866519,789.2046198,781.1464729,803.99256,827.2472882,872.315895,936.9246752,945.2741086,1046.893137,1068.498399,1039.805609,1011.655337,1056.742003,1090.556727,,
Mexico,MEX,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.5593906,541.6775647,571.7050111,672.2789443,723.8273882,742.6580576,786.075917,831.0453727,859.314794,903.0975094,887.2999095,924.0658946,985.0706301,1022.512166,1016.271528,1062.245387,1089.152548,1093.286758,1100.859132,1101.812047,1152.446534,1190.110028,,
Marshall Islands,MHL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0933005,320.3478937,292.8695211,291.9847,367.2977431,502.6732522,521.7057885,442.0479083,396.8980847,393.9474571,407.9192291,392.3500165,396.5501293,439.5124024,441.8663155,537.9027861,576.2059273,569.420306,654.910363,711.1233297,619.5094565,676.9144873,,
Middle income,MIC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.8386261,191.894385,200.7206883,215.9989511,231.7516463,250.9190216,271.9472559,294.1369956,316.4738886,349.5694731,361.8766664,386.8136099,414.5657958,444.1580219,462.9385372,483.1183902,498.7182043,515.1892897,543.0562396,576.2749653,606.3185398,659.6097128,,
North Macedonia,MKD,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,503,562,581,594,591,629,603,677,705,749,748,774,840,830,865,948,993,1065,1250,1315,1535,,
Mali,MLI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.33408538,57.09935912,64.07700329,69.78037778,72.7625893,77.01507726,84.42547524,83.5933328,82.94003397,87.7507545,81.04037119,70.93588819,64.03735787,69.58530815,82.81801756,80.4613107,79.36293281,79.13635711,83.5255154,88.56343414,78.54440192,106.9683494,,
Malta,MLT,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211,1301,1516,1658,1740,1938,2056,2053,2094,2120,2287,2455,2549,2767,3157,3373,3599,3861,3976,4599,4835,5317,,
Myanmar,MMR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,24,32,34,38,44,50,51,58,62,60,63,89,125,180,230,211,219,229,237,246,254,,
Middle East & North Africa (excluding high income),MNA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.8036559,365.8022546,375.4591257,383.0305594,407.2720938,419.4583054,438.4694583,470.3682042,496.2656738,579.8106845,593.2452958,600.4794327,598.3191904,604.3006082,631.8207114,645.9252473,728.6678845,740.3993164,727.484825,669.7213399,634.9751014,690.2013131,,
Montenegro,MNE,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132,1127,1234,1206,1446,1544,1546,1769,1956,2314,2439,,
Mongolia,MNG,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.5175594,192.1750156,207.9831898,177.8696943,203.0258409,201.1788967,222.883931,271.7052332,333.592378,320.4131507,285.3634025,322.7038662,399.1493463,436.9730748,471.4379263,455.7059714,496.1370646,496.0749216,559.5665905,583.6192737,574.2154205,885.9516109,,
Northern Mariana Islands,MNP,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.41866938,15.3242513,18.87175321,20.7621899,24.24241847,30.95741999,31.88483433,33.04619876,37.81388433,48.56373991,53.1966741,52.10515916,55.15977244,67.27796519,72.81623114,87.37196309,99.77228309,100.8887194,107.0805,106.5208632,99.34177186,121.9980197,,
Mauritania,MRT,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1860757,107.9864337,121.9408576,131.1040516,126.7385133,127.5256905,120.7747086,126.4539479,131.2461378,132.8036904,113.5849416,111.5345698,119.6337018,138.1992562,152.3192896,158.2120366,149.5393141,174.3640222,174.6665421,189.4392436,189.9140088,240.3572627,,
Mauritius,MUS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.1369037,285.3659619,319.1865118,341.7039027,379.0913122,419.5213294,442.8031869,467.6593052,559.332756,613.7303895,700.5926146,698.5238518,706.9874012,815.9168778,991.2223174,1070.199756,1153.58355,1214.50902,1298.636201,1451.933104,1348.562904,1428.983177,,
Malawi,MWI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.56304282,24.49332407,24.51746705,31.71469661,41.00799277,44.8818521,53.80267904,65.22463413,78.00799989,79.45383719,73.10608182,78.68756774,86.63190621,126.8700834,103.592819,94.4406727,111.4289863,110.3359917,104.0497587,113.0972292,106.3150919,118.9187269,,
Malaysia,MYS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.095436,380.587908,396.2460341,457.0653065,478.7126141,476.2420513,565.4735238,596.5553756,611.2939314,644.2325561,646.6578134,716.2980283,790.0183388,817.9613738,903.6207486,923.588206,920.1811144,963.4187214,1032.979147,1107.521919,1112.698636,1268.21222,,
North America,NAC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4326.689459,4658.132152,5052.954543,5434.045642,5755.792948,6097.356214,6462.938268,6798.618981,7005.960676,7261.457232,7481.751835,7654.81579,7893.287204,8052.167461,8414.782642,8802.595202,9150.125703,9434.519197,9789.070538,10127.87024,11183.89633,11448.38277,11842.91989,
Namibia,NAM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.6700561,503.7150284,532.5101402,570.3004069,662.3318979,689.0907154,753.0991209,836.2295918,798.5544753,725.1466315,822.7173788,878.1043182,876.5109935,894.0822289,892.1190456,1076.291588,986.566572,901.8286191,874.1814335,879.4562737,849.5464865,941.728429,,
New Caledonia,NCL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.14167311,37.78916383,39.72208998,39.28400518,40.96737764,51.67361013,55.50653075,51.38254486,52.54858331,52.85979502,52.0141003,51.44895003,49.3569699,49.85726896,50.37285799,60.85651738,51.71397435,64.45816248,64.79198639,71.89718692,79.04305863,75.7957048,,
Nigeria,NGA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.95457643,81.89290479,72.73300549,156.5966133,154.801864,160.6727483,159.7160784,157.5820202,162.4579151,173.1174435,155.0961979,162.3195478,165.181129,175.7088835,181.3449189,191.3490641,188.2079135,191.8786097,161.0675547,157.9497356,173.4781283,220.4431661,,
Nicaragua,NIC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.1089175,156.7081018,165.5067959,181.3810866,193.0227366,210.6580674,227.8680136,265.3449233,284.1243988,292.2886856,305.3212273,315.4870058,328.9376074,348.8910246,390.0205322,416.5086639,452.1855826,492.6055812,490.5231069,477.7261478,472.8865858,599.8595861,,
Netherlands,NLD,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466,2684,2987,3099,3267,3426,3726,3984,4317,4465,4585,4779,4989,5219,5214,5204,5274,5585,5811,6127,6718,7179,,
Norway,NOR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2857,3037,3429,3566,3765,3995,4304,4530,4945,5055,5191,5492,5774,6013,6193,6142,6271,6631,7019,7325,7457,8275,,
Nepal,NPL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,60,62,64,71,73,70,76,85,91,107,101,111,123,147,160,159,165,172,182,207,228,,
Nauru,NRU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152.681632,942.3777574,724.0777822,561.9750765,276.5856863,434.3966014,591.4786695,916.9088328,1086.830512,639.4167953,740.7169106,640.0946105,671.7167755,892.8291591,947.1033714,1677.311494,1343.022503,1349.470431,1466.056277,1523.667106,1739.882288,1873.142384,,
New Zealand,NZL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.115779,1702.871316,1841.26426,1855.575548,1985.824823,2124.957587,2399.297653,2446.201596,2721.09724,2951.737895,2997.298401,3115.070568,3182.363303,3385.866707,3507.993891,3493.661993,3727.768161,3839.433091,3891.086424,4377.544567,4606.939947,4753.721825,,
OECD members,OED,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256.063507,2418.361436,2596.23012,2764.513308,2922.910312,3080.952182,3295.109013,3470.569001,3641.170314,3805.590868,3926.929062,4096.278546,4221.922949,4356.63794,4517.243621,4692.786077,4882.518017,5046.492339,5237.21934,5472.454396,5903.142095,6181.983811,,
Oman,OMN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.883034,1127.022775,1153.677529,1129.189621,1084.893179,978.6447319,932.654384,1032.118008,927.9798093,1369.760064,1318.547776,1124.049464,1145.548336,1190.554662,1398.472062,1486.474611,1411.435414,1353.041577,1126.089673,1341.437703,1787.156675,1646.559119,,
Other small states,OSS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.1056907,656.5214116,712.5550913,708.7290799,739.9848139,775.985283,816.0125102,882.4503341,977.2854089,1056.116495,1048.574524,1054.991891,1097.951225,1155.744256,1200.819255,1257.328096,1327.679638,1377.352534,1427.608865,1545.219959,1685.276495,1828.887406,,
Pakistan,PAK,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.76454927,70.86316549,74.72742739,68.30152066,71.40947176,88.43263766,106.3260287,110.2940695,107.7193123,99.45355419,96.84752627,88.80384896,92.18009583,103.3262582,109.8846775,114.3445655,121.6646095,136.2980299,148.0861591,153.052332,155.8574541,167.3426037,,
Panama,PAN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.695037,619.9920725,643.9364281,638.4437566,729.5962275,693.5112063,804.1542265,1003.343822,1020.71955,1048.512455,1140.56924,1204.149091,1264.545043,1411.791836,1646.392855,1825.606994,2051.459687,2266.845999,2510.706575,2783.814933,2907.322311,3088.580642,,
Peru,PER,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0027569,235.0228771,261.3170053,258.1371365,264.3853181,298.098624,313.0955894,352.3766194,400.7147307,444.3000424,460.0397897,469.3991731,506.8317417,535.5060059,572.3093668,576.4149772,602.9569723,620.8333626,683.4907194,699.4495361,756.2222677,855.8684025,,
Philippines,PHL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,101,97,118,126,164,176,188,202,218,231,234,261,280,256,278,301,317,339,379,423,522,516,
Palau,PLW,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.7668612,815.0385477,868.2828723,963.4392444,1144.320343,1121.386898,1217.69048,1315.367341,1250.306216,1278.221199,1496.560001,1550.283299,1765.268658,1839.87689,2009.26267,2030.539113,2128.714722,2237.986788,2340.603209,2477.659142,2471.332369,2563.342843,,
Papua New Guinea,PNG,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.94694501,47.19846307,55.42219537,52.40800392,58.13239793,54.97447847,55.75904828,59.1134937,53.22883468,60.54094692,59.24285414,67.40244604,81.25641954,93.90989417,115.4898163,67.38602377,89.75852581,88.45184993,91.03832256,95.67433164,90.84621903,92.82460404,,
Poland,POL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,630,716,731,783,807,879,987,1167,1268,1352,1424,1478,1575,1627,1717,1857,1972,2022,2259,2291,2456,2925,
Pre-demographic dividend,PRE,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.46122204,66.56801757,67.300703,94.81487385,107.743995,108.3607127,114.4038733,120.7419088,124.4700781,135.8411508,126.9147615,128.8350763,130.4805516,141.6023332,143.7827972,144.5057949,155.4273604,152.9738606,144.9286857,150.1855764,158.380257,172.2244795,,
Puerto Rico,PRI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630,1690,1793,1905,2050,2195,2311,2383,2557,2682,2735,2601,2546,2620,2679,2759,2965,3072,3285,3552,3687,4091,4464,
Paraguay,PRY,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.6031435,386.0697865,327.8411607,355.2182042,377.0605182,384.5955156,427.3527374,458.2115461,494.1919088,538.5567598,592.1745253,662.8276073,709.4038467,727.234098,822.5206157,832.1903504,869.435603,899.1033652,956.3932679,1015.698799,1078.126964,1221.832711,,
West Bank and Gaza,PSE,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0356185,158.1588383,172.5272199,168.4016718,195.7292211,218.0707743,221.5560783,221.9497345,216.6420604,227.1718137,225.1643329,225.7731422,238.1859047,251.4061099,273.6188549,288.7125041,290.2764771,294.412464,350.5040034,371.6360707,366.0192803,394.129323,,
