measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),130,Mexico,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,2385.9823962926503,2732.489609945914,2084.1578807333794
2,DALYs (Disability-Adjusted Life Years),196,South Africa,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,2203.062083481802,2417.4305814839377,2003.685453106771
2,DALYs (Disability-Adjusted Life Years),136,Paraguay,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1851.3289519755133,2168.3740555098098,1567.1414763161913
2,DALYs (Disability-Adjusted Life Years),208,Guinea,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1266.4195954021063,1560.021785064859,1031.2242559330807
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,578.9540131133382,745.4877918906897,441.75129838096154
2,DALYs (Disability-Adjusted Life Years),183,Mauritius,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,3459.43208268991,3910.718259213536,3118.667957390564
2,DALYs (Disability-Adjusted Life Years),112,Grenada,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,2832.351694592435,3286.8702299393203,2459.8840138313117
2,DALYs (Disability-Adjusted Life Years),171,Democratic Republic of the Congo,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1538.5854235366276,1913.9733052562592,1239.6622627843203
2,DALYs (Disability-Adjusted Life Years),184,Mozambique,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1511.045314277473,1829.3791488404515,1198.4084564995512
2,DALYs (Disability-Adjusted Life Years),118,Suriname,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,2221.192148270621,2723.140752377528,1830.2364174379159
2,DALYs (Disability-Adjusted Life Years),351,Guam,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1184.5806784035206,1481.2072347570158,957.8354323227392
2,DALYs (Disability-Adjusted Life Years),197,Eswatini,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,3355.6623872485757,4304.517910648595,2584.1422522352937
2,DALYs (Disability-Adjusted Life Years),19,Timor-Leste,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1033.159345676774,1304.1677711018363,832.3883158169912
2,DALYs (Disability-Adjusted Life Years),168,Angola,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1637.0462153893473,2000.7305285549185,1332.508510835693
2,DALYs (Disability-Adjusted Life Years),180,Kenya,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,991.0388094242512,1169.2530149698619,841.1793020770261
2,DALYs (Disability-Adjusted Life Years),209,Guinea-Bissau,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1751.0636262197108,2107.833491142519,1428.3944571507168
